Date,Portfolio Value,max,drawdown,daily_return
2010-03-24,115.52866615330055,116.38515608927928,-0.007359099431217105,-0.007359099431217153
2010-03-25,115.18737817289937,116.38515608927928,-0.010291500708742341,-0.002954141095581453
2010-03-26,115.48985942256371,116.38515608927928,-0.007692533109882008,0.002625993007760785
2010-03-29,116.26652115787887,116.38515608927928,-0.0010193304317038722,0.006724934459167109
2010-03-30,116.88758723774495,116.88758723774495,0.0,0.005341744757484612
2010-03-31,116.10562243724337,116.88758723774495,-0.006689887429287908,-0.0066898874292878885
2010-04-01,115.99079250387706,116.88758723774495,-0.007672283730554261,-0.0009890126847937886
2010-04-05,117.64070032909359,117.64070032909359,0.0,0.014224472387852627
2010-04-06,118.09470469142985,118.09470469142985,0.0,0.0038592456612907
2010-04-07,117.75553026245989,118.09470469142985,-0.002872054507915482,-0.0028720545079155
2010-04-08,117.96945304725458,118.09470469142985,-0.0010606033903260053,0.001816668689087253
2010-04-09,119.04969771348588,119.04969771348588,0.0,0.009156986307282455
2010-04-12,119.29498716026839,119.29498716026839,0.0,0.0020603953768352223
2010-04-13,120.2187210222246,120.2187210222246,0.0,0.007743274750641405
2010-04-14,122.41057701667503,122.41057701667503,0.0,0.018232235177790823
2010-04-15,123.22918281994401,123.22918281994401,0.0,0.006687378029085478
2010-04-16,121.02149693761302,123.22918281994401,-0.01791528460881499,-0.017915284608814974
2010-04-19,120.94054257476064,123.22918281994401,-0.01857222609783442,-0.0006689254793643684
2010-04-20,121.81028993997646,123.22918281994401,-0.011514260238508352,0.007191528553612825
2010-04-21,122.87693642996452,123.22918281994401,-0.002858465680927077,0.00875662056558335
2010-04-22,123.78974977568748,123.78974977568748,0.0,0.007428679231787694
2010-04-23,124.61826289900603,124.61826289900603,0.0,0.006692905711659147
2010-04-26,124.16030236237121,124.61826289900603,-0.003674907080079893,-0.003674907080079892
2010-04-27,120.26242021785094,124.61826289900603,-0.034953485787915156,-0.03139394855163935
2010-04-28,120.41464840041695,124.61826289900603,-0.0337319298215206,0.0012658000919176793
2010-04-29,123.48761210476852,124.61826289900603,-0.009072914097300652,0.025519849496491442
2010-04-30,119.74563504454702,124.61826289900603,-0.039100431518676516,-0.030302448937523874
2010-05-03,122.19086331007014,124.61826289900603,-0.019478682598096507,0.02042018704576143
2010-05-04,116.69786567314999,124.61826289900603,-0.06355727516660169,-0.044954241979461074
2010-05-05,115.78258684457344,124.61826289900603,-0.07090193563035982,-0.007843149686559636
2010-05-06,110.3512158503937,124.61826289900603,-0.11448600483361514,-0.04691008503265537
2010-05-07,106.70307297385115,124.61826289900603,-0.14376054928380622,-0.03305938089063232
2010-05-10,113.63605332747844,124.61826289900603,-0.08812680674603743,0.06497451442027624
2010-05-11,113.60078819079419,124.61826289900603,-0.08840979204741999,-0.0003103340502561558
2010-05-12,116.47688616076896,124.61826289900603,-0.06533052659251927,0.0253175881591976
2010-05-13,113.83147105718842,124.61826289900603,-0.08655867599887432,-0.02271193187572995
2010-05-14,110.42274154322581,124.61826289900603,-0.11391204648137845,-0.029945405100230027
2010-05-17,111.12790536044366,124.61826289900603,-0.10825345518975264,0.006386037942571976
2010-05-18,109.0936800557132,124.61826289900603,-0.12457710837996812,-0.01830526093452811
2010-05-19,107.76384473256141,124.61826289900603,-0.13524837992729757,-0.012189847500539419
2010-05-20,102.75435702957176,124.61826289900603,-0.17544704412348738,-0.04648579229352612
2010-05-21,103.09916754989328,124.61826289900603,-0.17268011002971848,0.003355677854344208
2010-05-24,103.47005406691454,124.61826289900603,-0.1697039289436297,0.0035973764467280844
2010-05-25,103.15142116913964,124.61826289900603,-0.17226080054785944,-0.003079469713709093
2010-05-26,101.7745431795276,124.61826289900603,-0.18330956625508085,-0.013348124281820084
2010-05-27,107.2613760449639,124.61826289900603,-0.13928044293241848,0.05391164326581821
2010-05-28,106.48458206257817,124.61826289900603,-0.1455138309151675,-0.007242066166110894
2010-06-01,104.94550323421433,124.61826289900603,-0.15786417822831497,-0.01445353682713768
2010-06-02,108.76154840452573,124.61826289900603,-0.127242300812129,0.036362159908794434
2010-06-03,110.24173414353389,124.61826289900603,-0.11536454144865797,0.01360945812855463
2010-06-04,104.40076797717384,124.61826289900603,-0.16223540957409255,-0.052983257309388465
2010-06-07,101.28712877411891,124.61826289900603,-0.1872208260822516,-0.029823910909694606
2010-06-08,101.01725972569798,124.61826289900603,-0.18938639188410875,-0.0026643962731214277
2010-06-09,99.91181893108217,124.61826289900603,-0.19825700818784983,-0.010943088315972238
2010-06-10,104.0566004857441,124.61826289900603,-0.1649971836786527,0.041484396931267487
2010-06-11,105.4693409543881,124.61826289900603,-0.15366063929278748,0.013576654071430605
2010-06-14,105.47874354045997,124.61826289900603,-0.1535851881843132,8.914994620035088e-05
2010-06-15,109.53641688970566,124.61826289900603,-0.12102436399328641,0.038469109633347376
2010-06-16,110.73753509372165,124.61826289900603,-0.11138598374247675,0.01096546918478647
2010-06-17,111.34741717033327,124.61826289900603,-0.10649198135130324,0.005507455770037417
2010-06-18,111.52643717581643,124.61826289900603,-0.10505543424080278,0.0016077607369131552
2010-06-21,109.89739904769732,124.61826289900603,-0.11812766049578856,-0.014606744099168179
2010-06-22,108.48933753500607,124.61826289900603,-0.12942665857147492,-0.012812509894616575
2010-06-23,107.70511796996968,124.61826289900603,-0.1357196331868565,-0.00722854045249699
2010-06-24,105.09406864879031,124.61826289900603,-0.15667201416568166,-0.02424257426566656
2010-06-25,105.05919666514255,124.61826289900603,-0.1569518446081588,-0.00033181685794558824
2010-06-28,104.60086730794112,124.61826289900603,-0.16062971129109338,-0.00436258197045114
2010-06-29,98.93770763047483,124.61826289900603,-0.20607377017719627,-0.05414065698704151
2010-06-30,96.72130369543689,124.61826289900603,-0.22385931688180874,-0.022402014238252388
2010-07-01,96.2917863256477,124.61826289900603,-0.22730598159849857,-0.004440773163497447
2010-07-02,96.05961521258132,124.61826289900603,-0.2291690400914142,-0.002411120635785191
2010-07-06,96.26834396143099,124.61826289900603,-0.22749409499112158,0.0021729084421975298
2010-07-07,100.27788831834167,124.61826289900603,-0.19531948218850115,0.04164966583944829
2010-07-08,101.13457260194939,124.61826289900603,-0.18844501400319189,0.008543102552061033
2010-07-09,102.5520592310707,124.61826289900603,-0.1770703840240364,0.01401584633872277
2010-07-12,103.15818249167285,124.61826289900603,-0.17220654427453386,0.005910395804304969
2010-07-13,104.9687649651505,124.61826289900603,-0.1576775143285379,0.01755151583466308
2010-07-14,105.84590778925534,124.61826289900603,-0.15063887646198623,0.008356226963287972
2010-07-15,106.04005368622666,124.61826289900603,-0.14908095154428247,0.001834231488267557
2010-07-16,101.54187138567622,124.61826289900603,-0.18517664246396642,-0.04241965317992569
2010-07-19,102.68990830277406,124.61826289900603,-0.17596421331922507,0.011306044505890345
2010-07-20,104.3501305022951,124.61826289900603,-0.1626417502957553,0.01616733549538285
2010-07-21,102.45185848202172,124.61826289900603,-0.17787444553731707,-0.018191371789723187
2010-07-22,105.90578435373416,124.61826289900603,-0.15015839661027017,0.03371267171613623
2010-07-23,107.34020205617776,124.61826289900603,-0.1386479031314284,0.013544280996517832
2010-07-26,108.55098751638229,124.61826289900603,-0.12893194792520166,0.011279888029005702
2010-07-27,108.5387397888134,124.61826289900603,-0.12903022988872748,-0.0001128292597710745
2010-07-28,107.37814444952716,124.61826289900603,-0.1383434341678372,-0.010692913346372457
2010-07-29,106.02959849660583,124.61826289900603,-0.14916484927626497,-0.01255884947383501
2010-07-30,106.41498652347727,124.61826289900603,-0.14607230073718153,0.0036347211753684494
2010-08-02,109.37303856221239,124.61826289900603,-0.12233539436469901,0.02779732569042337
2010-08-03,108.77184328594294,124.61826289900603,-0.1271596894742904,-0.005496741099749958
2010-08-04,110.43431521376476,124.61826289900603,-0.1138191734925427,0.015284028270546646
2010-08-05,110.10834732832765,124.61826289900603,-0.11643490474937528,-0.0029516901952635344
2010-08-06,109.85090899552586,124.61826289900603,-0.11850072019899707,-0.0023380455619241847
2010-08-09,110.80619531369368,124.61826289900603,-0.11083501939443674,0.008696207677323153
2010-08-10,109.63989196796733,124.61826289900603,-0.12019402760554902,-0.01052561494801374
2010-08-11,105.1729314843458,124.61826289900603,-0.15603917886754085,-0.04074210949538892
2010-08-12,103.76581555807357,124.61826289900603,-0.1673305890793217,-0.013379069180758374
2010-08-13,102.79910928436558,124.61826289900603,-0.17508792938578568,-0.009316230672971049
2010-08-16,103.05591937177377,124.61826289900603,-0.17302715529510276,0.002498174246799989
2010-08-17,104.88693835299642,124.61826289900603,-0.1583341324698162,0.01776723736379715
2010-08-18,105.3211227054311,124.61826289900603,-0.15485001752282368,0.0041395464416496
2010-08-19,103.38474624400925,124.61826289900603,-0.1703884820815147,-0.01838545214560261
2010-08-20,103.22189033076587,124.61826289900603,-0.17169532033663754,-0.0015752412145888517
2010-08-23,101.815184362546,124.61826289900603,-0.18298344083756202,-0.013627981077581452
2010-08-24,98.99484608155876,124.61826289900603,-0.2056152623328827,-0.027700566459168963
2010-08-25,100.3954305592086,124.61826289900603,-0.1943762637698477,0.01414805450069534
2010-08-26,98.82650337039655,124.61826289900603,-0.20696612943089895,-0.015627476072098467
2010-08-27,100.3539236582616,124.61826289900603,-0.19470933614609032,0.015455573512910492
2010-08-30,98.81998117332417,124.61826289900603,-0.20701846684052624,-0.015285326462780136
2010-08-31,98.57988196953357,124.61826289900603,-0.20894514434513226,-0.002429662512983821
2010-09-01,102.42862034336758,124.61826289900603,-0.17806092012068506,0.039041823716359
2010-09-02,104.19718871104331,124.61826289900603,-0.16386903261934008,0.017266349597866437
2010-09-03,106.89536295931846,124.61826289900603,-0.14221751713912653,0.025894885280999702
2010-09-07,105.52886429555295,124.61826289900603,-0.15318299388367848,-0.01278351675821121
2010-09-08,107.44725390600354,124.61826289900603,-0.13778886491876663,0.018178814140155986
2010-09-09,108.15895637419868,124.61826289900603,-0.13207780418305468,0.006623738088436859
2010-09-10,108.77156842605689,124.61826289900603,-0.1271618950890988,0.0056639974385361835
2010-09-13,111.30874553455249,124.61826289900603,-0.10680230212517029,0.023325738014161157
2010-09-14,112.08116910792076,124.61826289900603,-0.10060398451586237,0.00693946885897212
2010-09-15,113.11450113608937,124.61826289900603,-0.09231200544208845,0.0092194972303834
2010-09-16,113.9119072417067,124.61826289900603,-0.08591321535252054,0.007049548003204009
2010-09-17,114.51033078428412,124.61826289900603,-0.08111116203660809,0.005253388842903384
2010-09-20,117.53024462411864,124.61826289900603,-0.05687784526920993,0.026372413904938163
2010-09-21,117.33794738345856,124.61826289900603,-0.058420935633227644,-0.001636151113911799
2010-09-22,117.04956300477542,124.61826289900603,-0.06073507781411206,-0.0024577247609479658
2010-09-23,116.86855909312797,124.61826289900603,-0.06218754479155775,-0.001546386906545405
2010-09-24,120.29657947330018,124.61826289900603,-0.034679374637152906,0.029332272142078564
2010-09-27,119.56714691187739,124.61826289900603,-0.04053271061258653,-0.006063618472083809
2010-09-28,119.71311892173222,124.61826289900603,-0.039361357341733044,0.001220837108059536
2010-09-29,119.20409719479804,124.61826289900603,-0.04344600525041641,-0.004252012908184111
2010-09-30,118.39726518204748,124.61826289900603,-0.049920433588455757,-0.006768492289590311
2010-10-01,118.21435009850097,124.61826289900603,-0.05138823677629784,-0.0015449265932389045
2010-10-04,116.19404789772679,124.61826289900603,-0.06760016393509229,-0.01709016036623967
2010-10-05,120.39297444313223,124.61826289900603,-0.03390585262208382,0.036137191374047806
2010-10-06,118.84374592328459,124.61826289900603,-0.04633764619557619,-0.012868097387023436
2010-10-07,119.42470584871967,124.61826289900603,-0.041675729780436405,0.004888434985969692
2010-10-08,120.6295888594212,124.61826289900603,-0.03200713881573963,0.010089059898776842
2010-10-11,120.75331955858323,124.61826289900603,-0.03101426107628423,0.0010257077084645516
2010-10-12,122.0228596931864,124.61826289900603,-0.02082682863203611,0.010513500906178086
2010-10-13,123.53986122611366,124.61826289900603,-0.008653640708876953,0.012432109333788688
2010-10-14,123.21029403510492,124.61826289900603,-0.01129825461491274,-0.002667699216575392
2010-10-15,127.11526780549772,127.11526780549772,0.0,0.0316935674975356
2010-10-18,127.12874286071037,127.12874286071037,0.0,0.00010600658320036871
2010-10-19,124.51680010571758,127.12874286071037,-0.02054565078059957,-0.020545650780599556
2010-10-20,125.82122300484184,127.12874286071037,-0.010285005785836559,0.010475878740995315
2010-10-21,126.26813544576254,127.12874286071037,-0.00676957386332977,0.0035519638916838847
2010-10-22,127.53923382597469,127.53923382597469,0.0,0.010066659935420885
2010-10-25,128.52355495198694,128.52355495198694,0.0,0.00771779080432089
2010-10-26,128.9372499260141,128.9372499260141,0.0,0.0032188261068697432
2010-10-27,129.62841938933963,129.62841938933963,0.0,0.005360510354627035
2010-10-28,129.98661334817206,129.98661334817206,0.0,0.0027632363375240665
2010-10-29,129.68799719511935,129.98661334817206,-0.0022972838922486237,-0.0022972838922485916
2010-11-01,129.8368905746982,129.98661334817206,-0.0011518322511628073,0.0011480891277457772
2010-11-02,131.7797026176654,131.7797026176654,0.0,0.014963482523092875
2010-11-03,132.761924354411,132.761924354411,0.0,0.007453513077012586
2010-11-04,135.16976313631122,135.16976313631122,0.0,0.01813651612545497
2010-11-05,135.25422089741323,135.25422089741323,0.0,0.0006248273218978362
2010-11-08,135.43294863310018,135.43294863310018,0.0,0.001321420762332437
2010-11-09,134.29098766023398,135.43294863310018,-0.008431928746968909,-0.008431928746968964
2010-11-10,135.35345095443623,135.43294863310018,-0.0005869892036340537,0.007911650012511373
2010-11-11,134.20049946167853,135.43294863310018,-0.009100068955601512,-0.008518079772829812
2010-11-12,130.84406392569664,135.43294863310018,-0.0338830746411291,-0.025010603905690654
2010-11-15,130.1678066270464,135.43294863310018,-0.038876374318021586,-0.0051684216949596795
2010-11-16,127.06758732542335,135.43294863310018,-0.06176754912380544,-0.023817097191364045
2010-11-17,127.629547308809,135.43294863310018,-0.05761818968758695,0.004422528161697636
2010-11-18,130.40073987617552,135.43294863310018,-0.03715645865879623,0.021712782234206474
2010-11-19,130.54832031676537,135.43294863310018,-0.03606676488723362,0.0011317454236070557
2010-11-22,132.20559323813038,135.43294863310018,-0.023829913086460194,0.012694708881307415
2010-11-23,129.15776474766693,135.43294863310018,-0.04633424841419703,-0.02305370306817245
2010-11-24,132.76330180285146,135.43294863310018,-0.019711944967550195,0.02791575916654021
2010-11-26,132.345518178583,135.43294863310018,-0.02279674544250895,-0.003146830627102415
2010-11-29,131.42730599592213,135.43294863310018,-0.029576574073046993,-0.0069379922742972555
2010-11-30,128.9544572609998,135.43294863310018,-0.04783541551362954,-0.018815334577420795
2010-12-01,132.91886727470634,135.43294863310018,-0.018563291900294564,0.030742714117145242
2010-12-02,134.93979027029428,135.43294863310018,-0.0036413470118110604,0.015204184605419835
2010-12-03,135.52754551169295,135.52754551169295,0.0,0.0043556851557375875
2010-12-06,135.39162149473594,135.52754551169295,-0.0010029253938290987,-0.0010029253938290683
2010-12-07,135.45476856246424,135.52754551169295,-0.0005369900927072565,0.0004664030686030163
2010-12-08,136.41187640332436,136.41187640332436,0.0,0.007065885173461073
2010-12-09,136.49769183636124,136.49769183636124,0.0,0.0006290906283199504
2010-12-10,137.93104174588012,137.93104174588012,0.0,0.01050090950429583
2010-12-13,137.11268844224895,137.93104174588012,-0.005933061138905039,-0.005933061138905016
2010-12-14,137.40124674021303,137.93104174588012,-0.0038410135888277777,0.002104533878245718
2010-12-15,136.68145409318237,137.93104174588012,-0.009059510005006393,-0.0052386180191769105
2010-12-16,138.1100832125505,138.1100832125505,0.0,0.010452252859368683
2010-12-17,138.33785800262035,138.33785800262035,0.0,0.0016492263618383962
2010-12-20,138.52714436366455,138.52714436366455,0.0,0.0013682903854173034
2010-12-21,139.68610375942174,139.68610375942174,0.0,0.008366298179905307
2010-12-22,139.74688726731597,139.74688726731597,0.0,0.00043514355586093956
2010-12-23,139.21559809502332,139.74688726731597,-0.003801796109249749,-0.0038017961092498
2010-12-27,139.24327849408135,139.74688726731597,-0.0036037208633583756,0.00019883116142738189
2010-12-28,138.95823525983218,139.74688726731597,-0.005643431656371788,-0.0020470879264832265
2010-12-29,139.35416400480648,139.74688726731597,-0.002810246941373855,0.002849264343592006
2010-12-30,138.84734446154278,139.74688726731597,-0.006436943415079411,-0.0036369171088868057
2010-12-31,138.19906386027515,139.74688726731597,-0.011075906142224527,-0.004669016924894742
2011-01-03,141.30072670401373,141.30072670401373,0.0,0.022443443226753512
2011-01-04,141.18983590572432,141.30072670401373,-0.0007847857606683769,-0.0007847857606684272
2011-01-05,142.95943562177968,142.95943562177968,0.0,0.012533478098501138
2011-01-06,143.60576741607602,143.60576741607602,0.0,0.004521085239916012
2011-01-07,143.42295279976287,143.60576741607602,-0.0012730311574706771,-0.0012730311574706832
2011-01-10,144.2475836757771,144.2475836757771,0.0,0.00574964369312303
2011-01-11,144.58203323697978,144.58203323697978,0.0,0.002318579990597369
2011-01-12,146.0488887537036,146.0488887537036,0.0,0.010145489615017045
2011-01-13,146.28397069164205,146.28397069164205,0.0,0.001609611274310252
2011-01-14,147.90648037546973,147.90648037546973,0.0,0.011091506992572775
2011-01-18,148.51670858273863,148.51670858273863,0.0,0.004125770593146338
2011-01-19,145.951491948294,148.51670858273863,-0.01727224269190926,-0.0172722426919093
2011-01-20,144.31276617625633,148.51670858273863,-0.028306191583422294,-0.011227879552051623
2011-01-21,142.6670550272346,148.51670858273863,-0.03938717475848984,-0.011403780778560857
2011-01-24,145.54585677754199,148.51670858273863,-0.02000348535559946,0.020178462012535592
2011-01-25,145.81424130285023,148.51670858273863,-0.018196385481993437,0.0018439860209724657
2011-01-26,146.92768932185072,148.51670858273863,-0.010699262568175397,0.007636071820227075
2011-01-27,148.36973691478755,148.51670858273863,-0.000989596856499148,0.009814675501892411
2011-01-28,142.6670550272346,148.51670858273863,-0.03938717475848984,-0.038435613664450696
2011-01-31,143.69896659735127,148.51670858273863,-0.032439057068810506,0.00723300533483151
2011-02-01,147.6274451052741,148.51670858273863,-0.005987632542833591,0.027338251630789623
2011-02-02,147.29087463147343,148.51670858273863,-0.008253845395329978,-0.0022798638394144755
2011-02-03,147.57606634161243,148.51670858273863,-0.006333578558954981,0.001936248330743906
2011-02-04,148.9260866111487,148.9260866111487,0.0,0.009147962152692202
2011-02-07,150.00267412450484,150.00267412450484,0.0,0.007229005595018156
2011-02-08,151.63066878800498,151.63066878800498,0.0,0.010853104272987135
2011-02-09,151.17281938100263,151.63066878800498,-0.0030195039741101218,-0.003019503974110105
2011-02-10,151.53411509092547,151.63066878800498,-0.0006367689191855116,0.0023899515230463297
2011-02-11,153.13143674346384,153.13143674346384,0.0,0.010541003598958154
2011-02-14,153.6316358151496,153.6316358151496,0.0,0.0032664688735581926
2011-02-15,153.44145714002076,153.6316358151496,-0.0012378874580080508,-0.0012378874580080135
2011-02-16,154.91585574699235,154.91585574699235,0.0,0.009608867345584082
2011-02-17,154.84895538964446,154.91585574699235,-0.0004318496452496871,-0.0004318496452496712
2011-02-18,154.39281716848916,154.91585574699235,-0.003376275307528323,-0.002945697760811661
2011-02-22,147.61623941866173,154.91585574699235,-0.04711987867950911,-0.04389179415278199
2011-02-23,145.90138325276416,154.91585574699235,-0.05818947615633722,-0.01161698856881177
2011-02-24,146.8760077646193,154.91585574699235,-0.05189816073768261,0.006680022424233378
2011-02-25,149.85015111431784,154.91585574699235,-0.0326997169414846,0.02024934769785447
2011-02-28,150.36036521771913,154.91585574699235,-0.0294062251233548,0.003404828754640876
2011-03-01,146.85493489419696,154.91585574699235,-0.052034188585321044,-0.02331352626369576
2011-03-02,147.85062748932899,154.91585574699235,-0.045606876220612644,0.0067801098808792926
2011-03-03,152.2450998271521,154.91585574699235,-0.01724004238921876,0.029722378676683592
2011-03-04,151.10147563138628,154.91585574699235,-0.024622270568841535,-0.007511730735926592
2011-03-07,148.01028176721354,154.91585574699235,-0.04457628915052408,-0.02045773445465049
2011-03-08,148.783393088229,154.91585574699235,-0.03958576498960094,0.005223362267706255
2011-03-09,147.27225656864164,154.91585574699235,-0.04934032828010964,-0.01015662089848457
2011-03-10,143.91597912815143,154.91585574699235,-0.07100549240618628,-0.022789611014929267
2011-03-11,145.1006275866061,154.91585574699235,-0.06335844780418362,0.008231528323896287
2011-03-14,144.40654676348612,154.91585574699235,-0.0678388208413603,-0.004783444666396797
2011-03-15,141.54083080912235,154.91585574699235,-0.08633735309647068,-0.019844778637753357
2011-03-16,136.5767603380691,154.91585574699235,-0.11838100961643683,-0.035071649944938055
2011-03-17,138.35844351733653,154.91585574699235,-0.10688003593833088,0.01304528804796079
2011-03-18,137.97534584205482,154.91585574699235,-0.10935297631899389,-0.0027688781800563333
2011-03-21,141.86434577269154,154.91585574699235,-0.08424902610108846,0.028186194474834503
2011-03-22,141.63345694553158,154.91585574699235,-0.08573944053314662,-0.0016275324564630766
2011-03-23,142.75947545920025,154.91585574699235,-0.07847085909428039,0.007950229684090093
2011-03-24,146.79652768805778,154.91585574699235,-0.05241121394439449,0.02827869895060875
2011-03-25,147.37126738008698,154.91585574699235,-0.048701201891349,0.003915213125820882
2011-03-28,146.04504201408525,154.91585574699235,-0.05726214201982562,-0.008999212598078787
2011-03-29,148.26206512072932,154.91585574699235,-0.04295099810267299,0.015180406510686195
2011-03-30,149.45521095904923,154.91585574699235,-0.03524910191802069,0.008047546331884314
2011-03-31,149.75634179930654,154.91585574699235,-0.03330526706131551,0.0020148567475497536
2011-04-01,149.87095227680055,154.91585574699235,-0.03256544300043182,0.000765313015241853
2011-04-04,149.19199770925468,154.91585574699235,-0.036948174285567265,-0.004530261249637624
2011-04-05,148.34552698244852,154.91585574699235,-0.04241224200623113,-0.0056737005992490985
2011-04-06,148.90098114199566,154.91585574699235,-0.03882672032500113,0.0037443269834003257
2011-04-07,148.89967607368592,154.91585574699235,-0.03883514469385247,-8.764672332794987e-06
2011-04-08,147.77238377843517,154.91585574699235,-0.046111948542077286,-0.007570817646996741
2011-04-11,147.1111182553555,154.91585574699235,-0.050380494972596564,-0.0044748924404653945
2011-04-12,145.69899332482424,154.91585574699235,-0.05949592685477612,-0.009599036070680245
2011-04-13,147.39193982380007,154.91585574699235,-0.048567758845035794,0.011619479725584192
2011-04-14,146.9734048138996,154.91585574699235,-0.051269451372778184,-0.0028396058183426387
2011-04-15,146.5155062212574,154.91585574699235,-0.05422524043926371,-0.0031155200712810194
2011-04-18,145.0954629262965,154.91585574699235,-0.06339178629161402,-0.009692102437379169
2011-04-19,146.38319538356615,154.91585574699235,-0.0550793223991332,0.008875070462566859
2011-04-20,151.22112381122406,154.91585574699235,-0.023849927549072204,0.033049752842060576
2011-04-21,153.1885209866304,154.91585574699235,-0.011150148266185317,0.013010068473385594
2011-04-25,153.77873553395779,154.91585574699235,-0.007340244209035011,0.003852864062698913
2011-04-26,155.15592327903067,155.15592327903067,0.0,0.008955644876978308
2011-04-27,156.84603055362143,156.84603055362143,0.0,0.010892960055100653
2011-04-28,156.7280022588621,156.84603055362143,-0.0007525105630198941,-0.000752510563019948
2011-04-29,156.34849359448165,156.84603055362143,-0.0031721361221805668,-0.0024214477241508714
2011-05-02,155.92689021428907,156.84603055362143,-0.005860144092190647,-0.0026965618312004835
2011-05-03,154.76319617464657,156.84603055362143,-0.013279484164330195,-0.007463074765637012
2011-05-04,154.35046516404356,156.84603055362143,-0.015910924750656728,-0.002666855045674099
2011-05-05,153.21210805158228,156.84603055362143,-0.023168724699072413,-0.007375145330799193
2011-05-06,153.86134811309864,156.84603055362143,-0.019029378237930012,0.004237524499681067
2011-05-09,154.67937717665808,156.84603055362143,-0.013813887219942316,0.005316663824875167
2011-05-10,156.6356813249198,156.84603055362143,-0.0013411192362290491,0.012647478829885817
2011-05-11,154.94919060155286,156.84603055362143,-0.01209364333527138,-0.010766963881419511
2011-05-12,156.3157640172999,156.84603055362143,-0.0033808094119426894,0.00881949373495683
2011-05-13,153.50596017437118,156.84603055362143,-0.021295217784350427,-0.01797517902684309
2011-05-16,149.5515299254734,156.84603055362143,-0.04650739711040526,-0.025760760327519838
2011-05-17,150.14081235745022,156.84603055362143,-0.042750321270507916,0.003940330348144672
2011-05-18,151.8919272847062,156.84603055362143,-0.031585773968449554,0.011663150743363548
2011-05-19,152.56623718797692,156.84603055362143,-0.02728659023462734,0.004439405802039609
2011-05-20,150.89244093140843,156.84603055362143,-0.0379581784836922,-0.01097094801195242
2011-05-23,147.70669540010704,156.84603055362143,-0.05826947051994346,-0.021112691342501044
2011-05-24,146.38284053781013,156.84603055362143,-0.06670994464366903,-0.00896272751015692
2011-05-25,147.15152525540648,156.84603055362143,-0.06180905735386564,0.00525119416163955
2011-05-26,148.53111265999416,156.84603055362143,-0.0530132504104694,0.009375284436863085
2011-05-27,149.64911528924944,156.84603055362143,-0.04588522412055282,0.007527060218114112
2011-05-31,153.30989879763945,156.84603055362143,-0.02254524225764882,0.024462446712860686
2011-06-01,148.19946754532225,156.84603055362143,-0.05512771332356515,-0.03333399403689308
2011-06-02,148.63226572412606,156.84603055362143,-0.05236833090708859,0.0029203760713341076
2011-06-03,145.2239761965252,156.84603055362143,-0.07409849210766584,-0.022931020468509367
2011-06-06,143.49278348131003,156.84603055362143,-0.08513602177357169,-0.011920846409496644
2011-06-07,143.10303638564045,156.84603055362143,-0.08762092428780097,-0.002716144228398387
2011-06-08,141.60633663977214,156.84603055362143,-0.09716340196852641,-0.010458895797535228
2011-06-09,141.90052343075925,156.84603055362143,-0.09528776131668003,0.0020774973632393667
2011-06-10,138.65029534680536,156.84603055362143,-0.11601017343308179,-0.022904976002712463
